,CIS20CD,date,sars_cov2_gc_l_mean,suspended_solids_mg_l,ammonia_mg_l,ophosph_mg_l,sample_ph_pre_ansis,control_gc_l_mean,reac_vol_control,raw_ansis_sars_repc_std,grab_compo_boo,sars_below_lod,sars_below_loq,reception_delay,catchment_population_ons_mid_2019,catchment_area,catch_in_cis_prop,catch_cis_population,median_prob,ll,ul
3015,J06000156,2020-10-02,8856.435546875,240.0,31.0,5.199999809265137,7.5,5270730.0,2.0,16.81525421142578,1.0,0.0,0.0,23.916666666666668,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.243381804990123,0.15336716330176645,0.384510246690426
3016,J06000156,2020-10-04,13774.080078124998,200.0,19.0,3.5999999046325684,7.5,5270730.0,2.0,15.134529113769531,1.0,0.0,0.0,23.68333333333333,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.267925770518761,0.17008773709759129,0.419018487563712
3017,J06000156,2020-10-05,7024.7153523763145,190.0,18.0,3.799999952316284,7.5,5270730.0,2.0,7.54390716552734,1.0,0.0,0.0,20.683333333333334,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.28019775328308,0.17844802399550372,0.436272608000355
3018,J06000156,2020-10-07,10504.867553711108,250.0,24.0,4.400000095367432,7.5,5270730.0,2.0,7.465467453002928,1.0,0.0,0.0,22.8,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.30474171881171797,0.19516859779132856,0.470780848873641
3019,J06000156,2020-10-09,10504.867553711108,180.0,22.0,3.5999999046325684,7.5,5270730.0,2.0,7.465467453002928,1.0,0.0,0.0,27.65,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.33129734921799214,0.21352919619131314,0.5090281961949714
3020,J06000156,2020-10-11,13985.019755045905,140.0,26.0,4.300000190734863,7.5,5270730.0,2.0,7.387027740478516,1.0,0.0,0.0,27.366666666666664,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.3598646445019024,0.23352981919545743,0.5510146499643462
3021,J06000156,2020-10-12,14731.584452311221,410.0,27.999999999999996,4.699999809265137,7.5,5270730.0,2.0,12.410472869873047,1.0,0.0,0.0,24.116666666666667,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.37414829214385753,0.24353013069752955,0.5720078768490338
3022,J06000156,2020-10-14,10297.766092936223,300.0,28.999999999999996,5.099999904632568,7.5,5270730.0,2.0,7.777172088623047,1.0,0.0,0.0,27.78333333333334,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.4027155874277678,0.26353075370167384,0.6139943306184086
3023,J06000156,2020-10-16,6332.126464843749,270.0,31.0,4.900000095367432,7.5,5270730.0,2.0,19.320556640625,1.0,0.0,0.0,24.91666666666667,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.4376491401489817,0.2869767089992736,0.6675531669299332
3024,J06000156,2020-10-18,1737.514892578125,180.0,27.000000000000004,3.799999952316284,7.5,5270730.0,2.0,8.51568078994751,1.0,0.0,0.0,24.566666666666666,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.4789489503074991,0.3138679965903287,0.7326843857836074
3025,J06000156,2020-10-19,13468.369140624998,220.0,33.0,5.099999904632568,7.5,5270730.0,2.0,8.6090087890625,1.0,0.0,0.0,23.316666666666666,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.49959885538675786,0.32731364038585625,0.7652499952104446
3026,J06000156,2020-10-21,12053.618631998706,550.0,34.0,4.900000095367432,7.5,5270730.0,2.0,32.26835250854492,1.0,0.0,0.0,25.9,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.5408986655452752,0.3542049279769114,0.8303812140641188
3027,J06000156,2020-10-23,17587.707539876286,209.99999999999997,27.000000000000004,5.099999904632568,7.5,5270730.0,2.0,45.30721664428711,1.0,0.0,0.0,24.433333333333337,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.5740112244571485,0.3755087392708144,0.8806632619443306
3028,J06000156,2020-10-25,26885.00305175786,350.0,28.999999999999996,4.5,7.5,5270730.0,2.0,36.02320098876953,1.0,1.0,0.0,26.8,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.5989365321223773,0.39122507426756525,0.9160961388510801
3029,J06000156,2020-10-26,38877.45719401037,240.0,25.0,4.0,7.5,5270730.0,2.0,83.45193481445311,1.0,1.0,0.0,26.283333333333335,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6113991859549917,0.39908324176594073,0.9338125773044549
3030,J06000156,2020-10-28,101423.48063151035,280.0,30.0,5.199999809265137,7.5,5270730.0,2.0,58.32614135742188,1.0,1.0,0.0,24.55,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6363244936202206,0.4147995767626916,0.9692454542112043
3031,J06000156,2020-10-30,63304.66389973953,300.0,32.0,5.0,7.5,5270730.0,2.0,61.99041748046875,1.0,1.0,0.0,25.3,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6485471658448346,0.4217097181503447,0.9844981378655424
3032,J06000156,2020-11-01,107033.5271809898,330.0,32.0,5.199999809265137,7.5,5270730.0,2.0,22.418731689453125,1.0,1.0,0.0,24.266666666666666,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6480672026288341,0.4198136659289001,0.9795706282674693
3033,J06000156,2020-11-02,94240.47281901033,170.0,32.0,5.199999809265137,7.5,5270730.0,2.0,9.478546142578125,1.0,1.0,0.0,24.199999999999996,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6478272210208338,0.41886563981817787,0.9771068734684327
3034,J06000156,2020-11-04,50463.8651529948,350.0,28.999999999999996,4.900000095367432,7.5,5270730.0,2.0,24.905654907226566,1.0,1.0,0.0,27.03333333333333,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6473472578048333,0.4169695875967333,0.9721793638703596
3035,J06000156,2020-11-06,110725.015625,320.0,33.0,5.5,7.5,5270730.0,2.0,168.92694091796875,1.0,1.0,0.0,27.45,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6432682448120494,0.4059455704484604,0.9908385035481612
3036,J06000156,2020-11-08,107693.34375,150.0,33.0,5.599999904632568,7.5,5270730.0,2.0,213.11132812500006,1.0,1.0,0.0,24.55,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6355901820424822,0.3857935883733593,1.0330842925018375
3037,J06000156,2020-11-09,70498.59952799475,250.0,37.0,6.0,7.5,5270730.0,2.0,33.77418518066406,1.0,1.0,0.0,27.166666666666668,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6317511506576987,0.37571759733580873,1.0542071869786755
3038,J06000156,2020-11-11,55628.409993489564,240.0,34.666666666666664,5.699999809265137,7.5,5270730.0,2.0,17.30914306640625,1.0,1.0,0.0,26.183333333333334,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6240730878881315,0.35556561526070757,1.096452975932352
3039,J06000156,2020-11-13,71996.36140950512,290.0,34.0,5.699999809265137,7.5,5270730.0,2.0,100.83317565917967,1.0,1.0,0.0,27.066666666666663,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6045017679988332,0.3370082542788217,1.0886078450172412
3040,J06000156,2020-11-15,87734.796875,480.0,33.0,6.0,7.5,5270730.0,2.0,24.445556640625,1.0,1.0,0.0,25.783333333333335,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.5730371909898034,0.32004551439015116,1.0306717942333434
3041,J06000156,2020-11-16,77223.09375,280.0,28.999999999999996,4.099999904632568,7.5,5270730.0,2.0,104.8848876953125,1.0,1.0,0.0,24.3,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.5573049024852885,0.31156414444581587,1.0017037688413946
3042,J06000156,2020-11-18,52693.203287760305,350.0,35.0,5.400000095367432,7.5,5270730.0,2.0,106.67297363281249,1.0,1.0,0.0,22.283333333333335,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.5258403254762588,0.2946014045571453,0.9437677180574968
3043,J06000156,2020-11-20,72587.76936848977,270.0,36.0,5.599999904632568,7.5,5270730.0,2.0,121.0476379394531,1.0,1.0,0.0,27.3,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.5118360994679272,0.2860856519236281,0.9211356654039754
3044,J06000156,2020-11-22,39380.55757649739,340.0,37.0,5.800000190734863,7.5,5270730.0,2.0,47.55921173095704,1.0,1.0,0.0,24.216666666666665,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.5152922244602934,0.2860168865452644,0.9338076108808303
3045,J06000156,2020-11-23,22654.270629882976,310.0,37.0,5.5,7.5,5270730.0,2.0,11.886924743652346,1.0,1.0,0.0,23.75,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.5170202869564766,0.2859825038560826,0.9401435836192577
3046,J06000156,2020-11-25,45839.64827473959,260.0,40.0,5.400000095367432,7.5,5270730.0,2.0,9.4171142578125,1.0,1.0,0.0,27.03333333333333,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.5204764119488429,0.2859137384777189,0.9528155290961126
3047,J06000156,2020-11-27,45503.54125976607,369.99999999999994,37.0,5.199999809265137,7.5,5270730.0,2.0,50.15727233886719,1.0,1.0,0.0,27.183333333333337,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.5560975000588247,0.30417193174671986,1.0164795287314543
3048,J06000156,2020-11-29,28665.669067382845,290.0,37.0,5.199999809265137,7.5,5270730.0,2.0,18.64662933349608,1.0,1.0,0.0,27.65,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6238835512864221,0.34075708366308555,1.131135582525283
3049,J06000156,2020-11-30,34031.828125,369.99999999999994,39.0,5.400000095367432,7.5,5270730.0,2.0,22.131973266601562,1.0,1.0,0.0,28.05,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.6577765769002208,0.35904965962126845,1.1884636094221972
3050,J06000156,2020-12-02,39707.31827799478,350.0,34.0,5.699999809265137,7.5,5270730.0,2.0,19.807266235351562,1.0,1.0,0.0,24.366666666666667,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.7255626281278184,0.39563481153763413,1.3031196632160258
3051,J06000156,2020-12-04,46159.663899739586,260.0,26.0,4.300000190734863,7.5,5270730.0,2.0,87.49050903320315,1.0,1.0,0.0,23.966666666666665,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,0.8504112395583074,0.4694949595802394,1.509495090373493
3052,J06000156,2020-12-06,55925.88094075521,94.00000000000001,13.999999999999998,2.0999999046325684,7.5,5270730.0,2.0,15.815750122070312,1.0,1.0,0.0,25.6,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.0323224111916884,0.5806301037490843,1.8075898908945986
3053,J06000156,2020-12-07,82652.84342447964,190.0,20.0,2.799999952316284,7.5,5270730.0,2.0,44.2935791015625,1.0,1.0,0.0,22.933333333333334,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.1232779970083788,0.6361976758335067,1.9566372911551515
3054,J06000156,2020-12-09,25522.33500162766,260.0,24.0,2.799999952316284,7.5,5270730.0,2.0,61.78980255126953,1.0,1.0,0.0,24.25,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.3051891686417596,0.7473328200023516,2.2547320916762574
3055,J06000156,2020-12-11,47203.054687500015,280.0,22.0,2.400000095367432,7.5,5270730.0,2.0,13.899322509765625,1.0,1.0,0.0,21.516666666666666,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.4416961324038071,0.8402017211442334,2.45505539276054
3056,J06000156,2020-12-13,61936.73030598962,209.99999999999997,23.0,2.5,7.5,5270730.0,2.0,26.106048583984403,1.0,1.0,0.0,21.766666666666666,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.5327988882945214,0.9148043792591523,2.557607194408
3057,J06000156,2020-12-14,25274.571675618343,190.0,20.0,2.299999952316284,7.5,5270730.0,2.0,64.22270584106445,1.0,1.0,0.0,22.4,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.5783502662398785,0.9521057083166117,2.60888309523173
3058,J06000156,2020-12-16,58695.47571478951,209.99999999999997,22.0,2.400000095367432,7.5,5270730.0,2.0,36.71944808959961,1.0,0.0,0.0,24.183333333333334,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.6694530221305928,1.0267083664315306,2.71143489687919
3059,J06000156,2020-12-18,103587.62125651057,200.0,25.0,3.0999999046325684,7.5,5270730.0,2.0,20.777496337890625,1.0,1.0,0.0,25.866666666666667,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.744333505582307,1.0694500602520343,2.8317747427535997
3060,J06000156,2020-12-20,47224.23421223965,260.0,30.0,3.799999952316284,7.5,5270730.0,2.0,25.158142089843754,1.0,1.0,0.0,23.3,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.8029917165950213,1.080330789778123,2.96990263285496
3061,J06000156,2020-12-21,19279.91890462237,180.0,31.0,3.7000000476837154,7.5,5270730.0,2.0,86.20397186279298,1.0,1.0,0.0,24.31666666666667,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.8323208221013785,1.085771154541167,3.03896657790564
3062,J06000156,2020-12-23,19279.91890462237,270.0,26.0,3.0,7.5,5270730.0,2.0,86.20397186279298,1.0,0.0,0.0,25.833333333333332,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.8909790331140928,1.0966518840672557,3.177094468007
3063,J06000156,2020-12-30,18878.800781249996,230.0,13.999999999999998,1.399999976158142,7.5,5270730.0,2.0,70.23519897460935,1.0,1.0,0.0,25.083333333333332,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.7392137047072758,1.0376983684743828,2.9125562144285055
3064,J06000156,2021-01-03,47311.183430989426,209.99999999999997,25.0,2.700000047683716,7.5,5270730.0,2.0,28.36126708984381,1.0,1.0,0.0,24.816666666666666,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.6263369524592886,0.9716318558264823,2.7094332237063172
3065,J06000156,2021-01-04,5892.86995824169,180.0,26.0,2.900000095367432,7.5,5270730.0,2.0,3.0950000286102295,1.0,0.0,0.0,49.150000000000006,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.5987721702606914,0.9531871227413996,2.660259015611653
3066,J06000156,2021-01-06,5892.86995824169,260.0,27.999999999999996,2.700000047683716,7.5,5270730.0,2.0,3.0950000286102295,1.0,0.0,0.0,26.3,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.543642605863497,0.9162976565712345,2.5619105994223244
3067,J06000156,2021-01-08,5892.86995824169,330.0,27.999999999999996,2.900000095367432,7.5,5270730.0,2.0,3.0950000286102295,1.0,0.0,0.0,25.5,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.5204320041385213,0.9058668163981745,2.51680730608964
3068,J06000156,2021-01-10,5892.86995824169,290.0,27.999999999999996,3.0,7.5,5270730.0,2.0,3.0950000286102295,1.0,0.0,0.0,22.116666666666667,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.5291403650857642,0.9218946022222193,2.5249491356136
3069,J06000156,2021-01-11,10398.148651123061,330.0,31.0,3.7000000476837154,7.5,5270730.0,2.0,57.65070915222168,1.0,0.0,0.0,21.466666666666665,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.5334945455593858,0.9299084951342417,2.52902005037558
3070,J06000156,2021-01-13,12409.722188313835,320.0,27.999999999999996,3.200000047683716,7.5,5270730.0,2.0,2.315868377685547,1.0,0.0,0.0,25.266666666666666,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.5422029065066287,0.9459362809582865,2.53716187989954
3071,J06000156,2021-01-15,5697.103368123359,160.0,9.0,1.2000000476837158,7.5,5270730.0,2.0,15.205426216125488,1.0,0.0,0.0,24.983333333333334,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.5327967874892587,0.9407150504166152,2.5263029062138456
3072,J06000156,2021-01-17,7366.6996866862,170.0,13.0,1.2999999523162842,7.5,5270730.0,2.0,8.713020324707031,1.0,0.0,0.0,22.283333333333335,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.5052761885072758,0.9142448035092274,2.496443129318497
3073,J06000156,2021-01-18,52084.683756510385,65.0,16.0,1.7000000476837158,7.5,5270730.0,2.0,17.35223388671872,1.0,1.0,0.0,19.016666666666666,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.4915158890162843,0.9010096800555336,2.481513240870823
3074,J06000156,2021-01-20,14982.610738118461,110.0,13.0,1.2000000476837158,7.5,5270730.0,2.0,42.819766998291016,1.0,0.0,0.0,25.383333333333333,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.4639952900343014,0.8745394331481459,2.4516534639754743
3075,J06000156,2021-01-22,12944.435546875,160.0,15.0,1.5,7.5,5270730.0,2.0,34.33160400390625,1.0,0.0,0.0,25.966666666666665,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.5042865611594471,0.9007167898825118,2.5094938261834256
3076,J06000156,2021-01-24,12894.579315185549,150.0,18.0,1.7000000476837158,7.5,5270730.0,2.0,48.9537410736084,1.0,0.0,0.0,26.75,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.6123897023917215,0.9795417502586312,2.6550343274946773
3077,J06000156,2021-01-25,56626.963083903036,150.0,20.0,1.899999976158142,7.5,5270730.0,2.0,186.273832321167,1.0,0.0,0.0,26.43333333333333,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.6664412730078586,1.018954230446691,2.7278045781503026
3078,J06000156,2021-01-27,102191.92765299491,200.0,18.0,2.0,7.5,5270730.0,2.0,341.1134796142578,1.0,1.0,0.0,23.766666666666666,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.774544414240133,1.0977791908228103,2.8733450794615543
3079,J06000156,2021-01-29,56626.963083903036,260.0,9.399999618530272,1.5,7.5,5270730.0,2.0,186.273832321167,1.0,0.0,0.0,23.133333333333333,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.8308495617011857,1.1334353258273042,2.959814387021307
3080,J06000156,2021-01-31,11061.998514811172,120.0,13.0,1.399999976158142,7.5,5270730.0,2.0,31.434185028076172,0.0,0.0,0.0,25.183333333333334,207747.00000000003,318.8786168977375,1.9013355166082777,193190.89917153388,1.835356715391017,1.1259226354601728,2.9872125008295614
